price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,full_address,latitude,longitude
604000.0,3.0,2.5,3240,33151,2.0,0,2,3,3240,0,1995,0,"30822 36th Ct SW, Federal Way, WA 98023, USA",47.325626,-122.3778449
440000.0,2.0,1.0,800,4850,1.0,0,0,4,800,0,1944,0,"4801-4899 6th Ave NW, Seattle, WA 98107, USA",,
287200.0,3.0,3.0,1850,19966,1.0,0,0,4,1090,760,1992,0,"23017 SE 281st Ct, Maple Valley, WA 98038, USA",47.349309149999996,-122.03401235182193
403000.0,3.0,2.0,1960,13100,1.0,0,2,5,1650,310,1957,0,"17825 4th Ave SW, Normandy Park, WA 98166, USA",47.4419563,-122.34022029415303
750000.0,3.0,2.5,2390,6550,1.0,0,2,4,1440,950,1955,2009,"3628 59th Ave SW, Seattle, WA 98116, USA",47.5713948,-122.40813620577572
335000.0,3.0,2.25,1580,16215,1.0,0,0,4,1580,0,1978,2000,"4460 332nd Ave SE, Fall City, WA 98024, USA",47.564408,-121.897962
260000.0,4.0,2.0,1480,8625,1.0,0,0,4,1480,0,1974,0,"2019 Aberdeen Pl SE, Renton, WA 98055, USA",47.46199505,-122.19280454809687
308500.0,2.0,1.0,850,6174,1.0,0,0,4,850,0,1950,1983,"121 NE 147th St, Shoreline, WA 98155, USA",47.73532057142857,-122.32830173469388
439950.0,3.0,2.5,1770,2875,2.0,0,0,3,1770,0,1990,2009,"4458 51st Ave SW, Seattle, WA 98116, USA",47.56311905,-122.39714878160615
235000.0,2.0,1.0,1210,9400,1.0,0,0,2,1210,0,1949,0,"7542 21st Ave SW, Seattle, WA 98106, USA",47.53424375,-122.36016874113895
315000.0,3.0,1.0,1160,9180,1.0,0,0,3,1160,0,1968,1997,"15804 198th Pl NE, Woodinville, WA 98077, USA",47.77145284300703,-122.16748534455765
437500.0,3.0,2.25,1970,35100,2.0,0,0,4,1970,0,1977,0,"26069 SE 154th St, Issaquah, WA 98027, USA",47.463536500000004,-121.99080375017088
407500.0,3.0,2.5,1930,10460,2.0,0,0,3,1930,0,1996,0,"4314 NE 6th Pl, Renton, WA 98059, USA",47.49380735,-122.1611088
445700.0,3.0,2.5,1270,1180,3.0,0,0,3,1270,0,2001,0,"2640 NW 56th St, Seattle, WA 98107, USA",47.669715249999996,-122.39194906643041
838000.0,4.0,2.5,3310,42998,2.0,0,0,3,3310,0,2001,0,"15712 NE 136th Pl, Redmond, WA 98052, USA",,
630000.0,4.0,2.75,2710,37277,2.0,0,0,3,2710,0,2000,0,"26429 SE 154th Pl, Issaquah, WA 98027, USA",47.46343,-121.98734400213357
550000.0,3.0,1.75,2910,35200,1.5,0,0,3,2910,0,1979,2014,"3923 229th Pl SE, Sammamish, WA 98075, USA",47.574929736606876,-122.03416608749974
805000.0,3.0,2.0,2710,4500,1.5,0,0,4,1880,830,1929,0,"6222 30th Ave NE, Seattle, WA 98115, USA",47.6746732,-122.29505639610883
284000.0,3.0,1.75,1800,23103,1.0,0,0,3,1800,0,1968,1997,"32418 NE 50th St, Carnation, WA 98014, USA",47.651723000000004,-121.90611372442308
470000.0,5.0,2.5,2210,9655,1.0,0,0,3,1460,750,1976,0,"19334 89th Ave NE, Bothell, WA 98011, USA",47.76972705,-122.22223399487895
430000.0,4.0,1.5,1920,10000,1.0,0,0,4,1070,850,1954,1979,"4071 156th Ave SE, Bellevue, WA 98006, USA",47.572533,-122.13308783150183
491500.0,4.0,1.75,2190,125452,1.0,0,2,3,2190,0,1968,1997,"36850 204th Ave SE, Auburn, WA 98092, USA",47.270384199999995,-122.0691551203603
785000.0,5.0,3.25,3660,11995,2.0,0,2,3,3660,0,2006,0,"7425 Snowberry Ave SE, Snoqualmie, WA 98065, USA",47.5336982,-121.85970352902427
385000.0,3.0,3.25,1320,1327,2.0,0,0,3,1040,280,2008,0,"3400 21st Ave W, Seattle, WA 98199, USA",47.6506205,-122.3830015
295000.0,2.0,2.5,1630,1368,2.0,0,0,3,1280,350,2009,0,"5944-6082 Delridge Way SW, Seattle, WA 98106, USA",,
555000.0,4.0,2.5,3310,6500,2.0,0,0,3,3310,0,2012,1912,"35229 SE Terrace St, Snoqualmie, WA 98065, USA",47.515044700000004,-121.86990583581832
459990.0,3.0,2.5,2680,5539,2.0,0,0,3,2680,0,2013,1923,"13800 453rd Ave SE, North Bend, WA 98045, USA",,
625000.0,4.0,3.25,2730,54014,1.0,0,0,3,1560,1170,2007,0,"9927 174th Ave SE, Renton, WA 98059, USA",47.51326345,-122.10977802620192
300000.0,3.0,2.5,2540,5050,2.0,0,0,3,2540,0,2006,0,"29734 215th Terrace SE, Kent, WA 98042, USA",47.3358702,-122.05492251661676
625000.0,4.0,2.75,2920,6605,2.0,0,0,3,2920,0,2012,1912,"5608 NE 5th Cir, Renton, WA 98059, USA",47.490806329684425,-122.14479823760658
553000.0,2.0,1.0,900,5000,1.0,0,0,3,900,0,1944,0,"8053 29th Ave NW, Seattle, WA 98117, USA",47.68834565,-122.39466659675426
379880.0,3.0,2.5,1650,14054,1.0,0,0,4,1130,520,1986,0,"13256 242nd Pl SE, Issaquah, WA 98027, USA",47.48202055,-122.01678857507413
310000.0,3.0,1.0,1010,9945,1.0,0,0,4,1010,0,1973,0,"7528 N Fork Rd SE, Snoqualmie, WA 98065, USA",,
775000.0,2.0,2.5,2680,7392,1.0,0,0,3,2680,0,2004,2003,"13134 234th Ct NE, Redmond, WA 98053, USA",47.716930000000005,-122.02613
365000.0,3.0,2.5,2200,7350,1.0,0,0,5,1570,630,1988,0,"13420 SE 182nd St, Renton, WA 98058, USA",47.439533999999995,-122.1609305
331950.0,4.0,2.5,2530,9933,2.0,0,2,3,2010,520,1990,2009,"925 48th Ct, Auburn, WA 98092, USA",47.2657498,-122.2162148003128
783500.0,3.0,2.5,2850,7130,2.0,0,0,3,1990,860,1980,0,"151 Euclid Ave, Seattle, WA 98122, USA",47.602971,-122.2890131274026
628000.0,4.0,2.0,2280,6010,1.0,0,0,3,1140,1140,1900,2005,"205-206 Euclid Ave, Seattle, WA 98122, USA",47.603469231308395,-122.28819873159496
560000.0,3.0,2.5,1900,8744,2.0,0,0,3,1900,0,1987,2000,"22314 NE 11th Pl, Sammamish, WA 98074, USA",47.61982693020694,-122.04328697068289
900000.0,3.0,1.0,1330,77972,1.0,0,0,3,1330,0,1928,1954,"13615 NE 100th St, Kirkland, WA 98033, USA",47.68922405,-122.15910005
531000.0,2.0,3.0,1270,1175,2.0,0,0,3,1110,160,2000,0,"1411 N 48th St, Seattle, WA 98103, USA",47.663274099999995,-122.34001450179855
831000.0,4.0,3.0,2170,4000,2.0,0,0,4,1610,560,1982,2011,"120 31st Ave E, Seattle, WA 98112, USA",47.619537949999994,-122.29200274447732
780000.0,4.0,2.5,2730,10281,2.0,0,2,3,2730,0,1996,0,"23140 NE 14th Ct, Sammamish, WA 98074, USA",47.622583972625044,-122.02901439821625
755000.0,4.0,2.5,2120,10202,1.0,0,0,4,1620,500,1960,2001,"12645 SE 27th St, Bellevue, WA 98005, USA",47.5857715,-122.16998282502473
705380.0,3.0,2.5,2490,4343,2.0,0,0,3,2490,0,2003,0,"3187 NE Larkspur Ln, Issaquah, WA 98029, USA",47.549334200000004,-121.9929451009964
627000.0,4.0,2.25,1990,7712,1.0,0,0,3,1210,780,1973,2013,"18915 SE 42nd Pl, Issaquah, WA 98027, USA",47.569962190571864,-122.05603409805313
865000.0,4.0,3.0,3690,9892,2.0,0,0,3,3690,0,1998,2006,"1765 267th Ct SE, Sammamish, WA 98075, USA",47.5935442,-121.98214605397399
580000.0,2.0,1.0,2540,7000,1.0,0,0,5,1320,1220,1942,0,"8624 Island Dr S, Seattle, WA 98118, USA",47.52609615,-122.26070538423491
410000.0,3.0,2.25,1800,36704,1.0,0,0,4,1360,440,1978,2000,"24502 SE Mirrormont Dr, Issaquah, WA 98027, USA",47.468749,-122.0131526268116
485000.0,4.0,3.0,2340,7048,1.0,0,0,4,1340,1000,1979,0,"14319 85th Pl NE, Kirkland, WA 98034, USA",47.730797100000004,-122.22708918921248
400000.0,2.0,1.75,2110,9519,1.0,0,0,2,2110,0,1948,0,"2120 NE 168th St, Shoreline, WA 98155, USA",47.750427450000004,-122.30595405907377
549000.0,2.0,1.0,1140,5400,1.0,0,0,5,1140,0,1908,0,"209 30th Ave E, Seattle, WA 98112, USA",47.6205547,-122.29377738491885
620000.0,3.0,1.75,1480,2185,2.5,0,0,3,1480,0,2005,0,"10512 128th Ave NE, Kirkland, WA 98033, USA",47.6945304,-122.16994805143804
405000.0,2.0,3.0,1410,1240,2.0,0,0,3,1140,270,2006,0,"9126 45th Ave SW, Seattle, WA 98136, USA",47.5220509,-122.389944
232000.0,2.0,1.0,1200,8063,1.0,0,0,4,1200,0,1958,1972,"20220 8th Ave S, Des Moines, WA 98198, USA",47.4204366,-122.32383231228009
800866.0,5.0,2.5,3180,13806,2.0,0,0,4,3180,0,1990,0,"11821 NE 48th Pl, Kirkland, WA 98033, USA",47.6519628,-122.18213514595071
650000.0,3.0,1.5,2160,9000,1.0,0,2,4,1400,760,1949,1985,"13026 10th Ave NW, Seattle, WA 98177, USA",47.72415725,-122.36881851302277
823000.0,6.0,1.75,2920,5000,2.5,0,0,4,2780,140,1908,0,"125 29th Ave, Seattle, WA 98122, USA",47.60243305,-122.29539245000001
770000.0,3.0,2.0,2350,5700,1.5,0,0,4,1810,540,1939,1989,"2171 Boyer Ave E, Seattle, WA 98112, USA",47.63894885,-122.31002089465287
524000.0,3.0,1.75,1560,5520,1.0,0,0,4,780,780,1944,0,"3434 33rd Ave W, Seattle, WA 98199, USA",47.65151845,-122.39921685805388
541125.0,5.0,2.75,2740,8426,1.0,0,0,4,1370,1370,1960,2001,"5211 116th Pl SE, Bellevue, WA 98006, USA",47.5562712,-122.18377407443162
670000.0,3.0,2.5,1680,2000,3.0,0,0,3,1680,0,1909,1998,"3503 NE 44th St, Seattle, WA 98105, USA",47.66035945,-122.29004624964224
384900.0,5.0,2.5,3090,12750,1.0,0,0,3,1750,1340,1968,1997,"114 SW 292nd St, Federal Way, WA 98023, USA",47.34078755,-122.33511989992574
406100.0,3.0,2.25,1410,1332,3.0,0,0,3,1410,0,2005,0,"8536 Interlake Ave N, Seattle, WA 98103, USA",47.691626,-122.339989
1395000.0,5.0,3.5,4010,8510,2.0,0,1,5,2850,1160,1971,0,"3930 NE Belvoir Pl, Seattle, WA 98105, USA",47.6577456,-122.2857696307099
736500.0,4.0,2.5,3180,21904,2.0,0,3,3,3180,0,2000,0,"17132 SE 100th St, Renton, WA 98059, USA",47.5149193,-122.11735466245118
570000.0,3.0,2.25,2010,6000,1.0,0,0,3,1330,680,1975,0,"10204 168th Pl NE, Redmond, WA 98052, USA",47.691298450000005,-122.1151960256166
787000.0,3.0,1.75,1330,7500,1.0,0,0,3,1330,0,1961,2004,"218 109th Ave SE, Bellevue, WA 98004, USA",47.6074373,-122.19479506352944
328000.0,4.0,2.5,2370,6500,2.0,0,0,3,2370,0,1998,2006,"12621 SE 300th Way, Auburn, WA 98092, USA",47.3327832,-122.17314487476736
435000.0,5.0,2.0,1840,9240,1.0,0,0,4,1540,300,1942,1958,"14013 Ashworth Ave N, Seattle, WA 98133, USA",47.7308168,-122.33996846078549
499000.0,4.0,2.5,2910,6479,2.0,0,0,3,2910,0,2006,0,"34010 SE Sorenson St, Snoqualmie, WA 98065, USA",47.54021005,-121.88692750274397
501000.0,4.0,1.0,2070,7519,1.0,0,0,3,1160,910,1963,2008,"2506 166th Ave NE, Bellevue, WA 98008, USA",47.6320065,-122.1190045
1090000.0,4.0,2.5,4340,141570,2.5,0,0,3,4340,0,1992,0,"8814 218th Ave NE, Redmond, WA 98053, USA",,
400000.0,2.0,1.0,840,5510,1.0,0,0,3,840,0,1955,2005,"4515 SW Trenton St, Seattle, WA 98136, USA",47.524625549999996,-122.39093152431798
220000.0,4.0,1.5,1240,9600,1.0,0,0,3,1240,0,1971,0,"4924 SW 314th Pl, Federal Way, WA 98023, USA",47.32055195,-122.39697556614041
657100.0,4.0,1.0,1390,4240,1.0,0,0,3,1050,340,1924,2011,"4312 Woodlawn Ave N, Seattle, WA 98103, USA",47.65963545,-122.3382653063025
309950.0,4.0,2.75,2310,5000,2.0,0,0,3,2310,0,2006,0,"22912 SE 268th Pl, Maple Valley, WA 98038, USA",47.36142555,-122.0349791248528
300000.0,3.0,2.0,1050,10072,1.0,0,0,3,1050,0,1986,0,"27106 NE Miller St, Duvall, WA 98019, USA",47.734083749999996,-121.97609450203093
525888.0,5.0,1.75,2550,71874,1.0,0,0,5,1810,740,1960,0,"13129 195th Pl SE, Issaquah, WA 98027, USA",47.484544400000004,-122.07994067470236
740000.0,4.0,1.75,2010,3600,1.5,0,0,3,2010,0,1902,0,"1014 W Garfield St, Seattle, WA 98119, USA",47.63370105,-122.37115684453337
340000.0,5.0,1.0,1120,9022,1.5,0,0,4,1120,0,1962,0,"14150 75th Ave NE, Kirkland, WA 98034, USA",47.72960595,-122.2401696056347
398750.0,3.0,2.5,2230,4000,2.0,0,0,3,2230,0,1954,2005,"2601 21st Ave S, Seattle, WA 98144, USA",47.58014075,-122.30584413483967
206000.0,2.0,1.0,810,7158,1.0,0,0,5,810,0,1944,0,"12807 7th Ave S, Burien, WA 98168, USA",47.488209999999995,-122.32492662808988
1030000.0,5.0,2.75,3190,16920,1.0,0,3,3,1690,1500,1976,0,"4529 135th Ave SE, Bellevue, WA 98006, USA",47.5640589,-122.15990477178592
600000.0,3.0,1.75,1670,39639,1.0,0,0,4,1670,0,1976,1992,"1804 E Beaver Lake Dr SE, Sammamish, WA 98075, USA",47.5929334,-121.9886590869239
379950.0,4.0,1.75,1970,9389,1.0,0,0,5,1140,830,1960,0,"1701 N 204th Pl, Shoreline, WA 98133, USA",47.777114999999995,-122.33910658359072
287000.0,3.0,1.0,1450,6000,1.0,0,0,4,1450,0,1953,1983,"8681 Beacon Ave S, Seattle, WA 98118, USA",47.5239289,-122.28681787850931
2280000.0,7.0,8.0,13540,307752,3.0,0,4,3,9410,4130,1999,0,"26408 NE 70th St, Redmond, WA 98053, USA",47.66772910744846,-122.08331016589196
309950.0,3.0,2.5,1880,7838,2.0,0,0,3,1880,0,1994,0,"17717 113th Pl SE, Renton, WA 98055, USA",47.443854,-122.19011150827814
600000.0,3.0,1.75,1880,6360,1.0,0,0,4,1040,840,1945,0,"8040 39th Ave NE, Seattle, WA 98115, USA",47.687829199999996,-122.2860615
418000.0,3.0,2.0,1410,6030,1.5,0,0,4,1410,0,1930,0,"901 N 97th St, Seattle, WA 98103, USA",47.699544,-122.347141
449250.0,4.0,2.0,1480,3844,1.5,0,0,5,1480,0,1928,1970,"519 N 104th St, Seattle, WA 98133, USA",47.70415815,-122.35190758691807
329950.0,2.0,1.0,1140,5250,1.5,0,0,4,1140,0,1949,1985,"14017 Roslyn Pl N, Seattle, WA 98133, USA",47.7310416,-122.3409453253976
245000.0,3.0,1.75,1920,9306,1.0,0,0,3,1000,920,1984,0,"30001-30021 55th Pl S, Auburn, WA 98001, USA",,
549000.0,4.0,2.5,2910,6338,2.0,0,0,3,2910,0,2008,0,"16026 SE 137th Terrace, Renton, WA 98059, USA",,
800000.0,3.0,2.5,3240,7857,2.0,0,0,3,3240,0,1994,0,"22721-22727 SE 27th St, Sammamish, WA 98075, USA",,
249950.0,3.0,2.0,1550,15040,1.0,0,0,4,1550,0,1958,1972,"18027 SE 128th St, Renton, WA 98059, USA",47.487206549999996,-122.09904953414457
210000.0,5.0,2.0,2050,10200,1.0,0,0,3,1430,620,1956,2001,"20927-20999 2nd Ave S, Des Moines, WA 98198, USA",,
1425000.0,2.0,2.5,2220,4000,2.0,0,0,3,2220,0,2000,0,"1857 41st Ave E, Seattle, WA 98112, USA",47.63636445,-122.27993964424171
585000.0,2.0,1.0,1770,8640,1.5,0,0,3,1520,250,1949,1998,"353 NW 88th St, Seattle, WA 98117, USA",47.6925874,-122.362893
615000.0,4.0,1.75,2300,11700,1.0,0,0,4,1960,340,1977,0,"18427 NE 26th Way, Redmond, WA 98052, USA",47.633165000000005,-122.09393393722411
618500.0,3.0,2.0,1800,5000,1.0,0,0,4,1080,720,1942,1982,"2803 NE 62nd St, Seattle, WA 98115, USA",47.6738013,-122.2971649492321
487585.0,4.0,1.75,2010,9211,1.0,0,0,3,1470,540,1977,2004,"13313 127th Pl NE, Kirkland, WA 98034, USA",47.7205528,-122.17084800511213
509900.0,3.0,2.5,1790,2700,2.0,0,0,3,1790,0,2010,0,"4532 185th Ave SE, Issaquah, WA 98027, USA",47.563978950000006,-122.09295070317124
631625.0,4.0,2.5,2440,6651,2.0,0,0,3,2440,0,2014,0,"9288-9358 Holman Rd NW, Seattle, WA 98117, USA",,
555000.0,3.0,2.5,1940,3211,2.0,0,0,3,1940,0,2009,0,"4509 185th Ave SE, Issaquah, WA 98027, USA",47.5644852,-122.0929891
340000.0,2.0,1.5,1160,1438,2.0,0,0,3,1160,0,2001,0,"1318 29th Ave S, Seattle, WA 98144, USA",47.5916006,-122.2950674
830000.0,4.0,2.5,3400,9692,2.0,0,0,3,3400,0,2007,0,"12001 173rd Pl NE, Redmond, WA 98052, USA",47.707988400000005,-122.109246125
890000.0,4.0,4.25,4420,5750,2.0,0,0,3,3410,1010,2006,0,"842 Summerhill Ridge Dr NW, Issaquah, WA 98027, USA",47.54030425,-122.07282040000001
366750.0,3.0,3.0,1571,2017,3.0,0,0,3,1571,0,2008,0,"14359 19th Ave NE, Seattle, WA 98125, USA",47.73380025,-122.3090591
415000.0,3.0,2.25,1620,998,2.5,0,0,3,1540,80,2010,0,"935 4th Ave NE, Issaquah, WA 98029, USA",47.5400478,-122.0269656
416286.0,3.0,2.5,1408,989,3.0,0,0,3,1408,0,2005,0,"7809 12th Ave NE, Seattle, WA 98115, USA",47.6856823,-122.3152049
478000.0,3.0,2.5,3040,4535,2.0,0,0,3,3040,0,2007,0,"2027 Ferndale Ave NE, Renton, WA 98056, USA",47.51003095,-122.18489505597628
890000.0,5.0,3.5,4490,6000,2.0,0,0,3,3200,1290,2006,0,"792 Summerhill Ridge Dr NW, Issaquah, WA 98027, USA",47.53965115,-122.07285755
419190.0,2.0,2.5,1590,1426,2.0,0,0,3,1590,0,2014,0,"1273 NE Hickory Ln, Issaquah, WA 98029, USA",47.5442033,-122.01295
712198.0,4.0,2.5,2450,4247,2.0,0,0,3,2450,0,2013,1923,"17122 NE 117th St, Redmond, WA 98052, USA",47.70510785,-122.11196133865779
397000.0,4.0,2.0,1440,7680,1.0,0,0,3,1200,240,1971,0,"10601 NE 138th Pl, Kirkland, WA 98034, USA",47.724501700000005,-122.19977035386171
450000.0,2.0,2.0,1100,3000,1.5,0,0,3,1100,0,1912,2005,"412 NW 70th St, Seattle, WA 98117, USA",47.679714700000005,-122.3620540567747
353000.0,3.0,1.0,1350,7740,1.0,0,0,4,860,490,1947,1988,"11051 35th Ave NE, Seattle, WA 98125, USA",47.7098524,-122.29104320690402
609000.0,4.0,2.5,2150,37981,2.0,0,0,3,2150,0,1985,0,"18114 NE 136th St, Redmond, WA 98052, USA",,
234000.0,3.0,1.75,1490,8366,1.0,0,0,4,1010,480,1975,0,"25305 151st Pl SE, Covington, WA 98042, USA",47.37503445,-122.13973014874271
561000.0,3.0,2.0,2000,7000,2.0,0,0,3,2000,0,1916,1986,"6422 Marshall Ave SW, Seattle, WA 98136, USA",47.54515485,-122.39303319568987
469000.0,2.0,1.0,1030,4400,1.0,0,0,3,1030,0,1924,2011,"310 NW 72nd St, Seattle, WA 98117, USA",47.6809168,-122.36102076645207
329350.0,2.0,1.0,720,6687,1.0,0,0,3,720,0,1942,1999,"9712 4th Ave NW, Seattle, WA 98117, USA",47.70010965,-122.3617460490513
488000.0,5.0,2.0,2020,5000,1.5,0,0,4,2020,0,1938,0,"9020-9024 11th Ave NW, Seattle, WA 98117, USA",,
279900.0,3.0,1.75,1580,8151,1.0,0,1,4,1100,480,1962,0,"1629 S 261st Pl, Des Moines, WA 98198, USA",47.3672043,-122.311939
606000.0,4.0,2.5,2110,13850,2.0,0,0,3,2110,0,1987,2000,"2755 NW Pine Cone Dr, Issaquah, WA 98027, USA",,
312000.0,4.0,2.0,1300,7054,1.0,0,0,3,1300,0,1950,2013,"2815 SW 107th St, Seattle, WA 98146, USA",47.5070805,-122.36907138007813
650000.0,3.0,1.5,1630,7475,1.0,0,1,3,1160,470,1940,1996,"6009 52nd Ave NE, Seattle, WA 98115, USA",47.6725172,-122.2719409
1135000.0,4.0,2.75,3370,8103,1.0,0,3,3,1970,1400,1970,2014,"3922 SW Henderson St, Seattle, WA 98136, USA",47.52305405,-122.3830977497374
325000.0,4.0,2.5,1890,6156,1.0,0,0,3,980,910,1980,0,"5631 17th Ave SW, Seattle, WA 98106, USA",47.550957749999995,-122.35624606327252
425000.0,4.0,2.0,1520,7983,1.0,0,0,5,1520,0,1967,0,"14876 Juanita Woodinville Way NE, Inglewood-Finn Hill, WA 98034, USA",,
219000.0,2.0,1.0,900,5160,1.0,0,0,3,900,0,1952,2008,"8652 17th Ave SW, Seattle, WA 98106, USA",47.52494235,-122.3560941007972
250000.0,3.0,1.0,1050,6874,1.0,0,0,3,1050,0,1954,2005,"18305 Dayton Ave N, Shoreline, WA 98133, USA",47.7619949,-122.35530399999999
390000.0,3.0,1.75,1260,6500,1.0,0,0,4,1260,0,1966,0,"1415 168th Ave NE, Bellevue, WA 98008, USA",47.6224865,-122.11620400158228
475000.0,6.0,3.0,3470,117612,1.5,0,0,3,3470,0,1924,2011,"19007 80th Ave NE, Kenmore, WA 98028, USA",47.7660014,-122.23377177871004
736000.0,4.0,2.5,2290,12047,2.0,0,0,4,2290,0,1988,0,"17435 SE 47th St, Bellevue, WA 98006, USA",47.560236427519406,-122.10523071744178
407000.0,4.0,2.25,2810,23400,1.0,0,1,3,1710,1100,1958,2004,"23024-23198 17th Ave S, Des Moines, WA 98198, USA",,
